Topic_id	Question	Answer	Meaningfull question	Matching answer	Off topic	Incorrect order	Duplicate
68	what is the name of the meat based pasta sauce?	Answer by GeordieSteve. Confidence votes 7.5K. Bologna is the capital city of Emilia-Romagna, in the Po Valley of northern Italy Home to the oldest university in the Western world, University of Bologna, founded in 1088, Bologna is one of the most developed cities in Italy.ologna often ranks as one of the top cities, in terms of quality of life in Italy Bologna is a very important railway and motorway hub in Italy. Bologna is renowned for its culinary tradition. It has given its name to the well-known Bolognese sauce, a meat based pasta sauce.
68	what is the main difference between whey and whey protein?	Whey protein. Containers of whey protein being sold at a health food store. Whey protein is a mixture of globular proteins isolated from whey, the liquid material created as a by-product of cheese production. Whey protein is commonly marketed as a dietary supplement, and various health claims have been attributed to it in the alternative medicine community.
68	what percentage of whey protein is found in human milk?	Whey is left over when milk is coagulated during the process of cheese production, and contains everything that is soluble from milk after the pH is dropped to 4.6 during the coagulation process. It is a 5% solution of lactose in water, with some minerals and lactalbumin.hey protein is the collection of globular proteins isolated from whey. The protein in cow's milk is 20% whey protein and 80% casein protein, whereas the protein in human milk is 60% whey and 40% casein.
68	what is the difference between parmesan and parmigiano-reggiano?	What is the Difference Between Parmesan and Parmigiano-Reggiano? Answer: Parmesan is the English and American translation of the Italian word Parmigiano-Reggiano. There is also evidence that in the 17th to 19th centuries Parmigiano-Reggiano was called Parmesan in Italy and France.ou be the judge. Buy both and taste them side by side. Within Italy, cheeses like Parmigiano-Reggiano are called Grana, which means granular and refers to a texture well-suited for grating. Many of these cheeses are delicious in their own right. An example is the cheese Grana Padano.
68	what is the other name for parmigiano-reggiano?	Within the  European Union , the term Parmesan may only be used, by law, to refer to Parmigiano-Reggiano itself, which must be made in a restricted geographic area, using stringently defined methods. In many areas outside Europe, the name "Parmesan" has become  genericized , and may denote any of a number of hard Italian-style grating cheeses, often commercialized under names intended to evoke the original: Parmesan, Parmigiana, Parmesana, Parmabon, Real Parma, Parmezan, Parmezano,  Reggianito . After the European ruling that "parmesan" could not be used as a generic name, Kraft renamed its grated cheese "Pamesello" in Europe.
68	what type of pasta dishes are served with a sauce?	Italian pasta dishes that are served with a sauce (Carbonara sauce) made with cream, eggs, Parmesan cheese, small pieces of bacon and vegetables, such as peas. Although any type of pasta can be used, spaghetti and linguine are most suitable with this sauce.pinach Sauce may be made as a white creamy sauce or a red, tomato-based sauce. For a white Spinach Sauce, ingredients such as garlic, cheese, fresh or frozen spinach, and seasonings are often combined in a food processor to be blended, but not to the texture of a puree.
68	how many amazing historical coins are there?	Top 10 unbelievable historical concurrencies. Parmesan cheese is an iconic hard cheese originally from Italy that is widely used and produced all over the world. Within Europe, it is a protected cheese, meaning that only those made in a certain way in a certain area of Italy can be labeled as Parmesan.Outside of Europe, many generic cheeses use the name.ome of these cheeses rival true Parmigiano-Reggiano for flavor and texture, while others are of a somewhat lesser quality. If possible, cooks should buy this cheese in a whole wedge, rather than pre-grated, as the wedge will hold flavor and texture better, and the cheese will not be as dry when it is used.
68	what is one thing that is added to the pasta?	Make a pasta dish that's packed with the freshest of ingredients, including mozzarella, garlic, basil, and, of course, tomatoes. A little olive oil adds a punch of flavor that rounds out the simple sauce. Fresh Tomato and Basil Pasta Recipe.
68	what is a key ingredient in a muffaletta sandwich?	Substitutes: p t OR teewurst OR mettwurst (the spreadable kind) OR gelbwurst. mortadella = mortadella bologna Pronunciation: more-tuh-DELL-uh Notes: This exquisite smoked pork sausage is similar to bologna, only it's flavored with garlic and has bits of fat and sometimes pistachios in it.It's a key ingredient in a muffaletta sandwich.Always serve it cold. Substitutes: bologna OR olive loaf.ortadella = mortadella bologna Pronunciation: more-tuh-DELL-uh Notes: This exquisite smoked pork sausage is similar to bologna, only it's flavored with garlic and has bits of fat and sometimes pistachios in it. It's a key ingredient in a muffaletta sandwich. Always serve it cold. Substitutes: bologna OR olive loaf.
68	what is the name of the godfather of american baloney?	Except for the myrtle berry which is the wildcard that gives bologna that recognizable je ne sais quoi. If you don't believe me, go get yourself a bottle of Mirto, a traditional Sardinian digestif made from myrtle berries and tell me it doesn't kind of taste like bologna.lthough if you ask for bologna there, no one will know what you are talking about. What you'll end up with is mortadella, the Italian godfather of American baloney.. Mortadella is a thick Italian sausage, flecked with bits of fat, peppercorns and sometimes pistachios.
68	what is the italian word for emilia-romagna?	(Italian) (Ëparma). a city in N Italy, in Emilia-Romagna: capital of the duchy of Parma and Piacenza from 1545 until it became part of Italy in 1860; important food industry (esp Parmesan cheese). Pop: 163 457 (2001)
68	what percentage of casein protein is in human milk?	Whey protein is a mixture of globular proteins isolated from whey, the liquid material created as a by-product of cheese production. Whey protein is commonly marketed and ingested as a dietary supplement, and various health claims have been attributed to it in the alternative medicine community.Although whey proteins are responsible for some milk allergies, the major allergens in milk are the caseins.omposition Edit. Whey protein is the collection of globular proteins isolated from whey. The protein in cow's milk is 20% whey protein and 80% casein protein, whereas the protein in human milk is 60% whey and 40% casein. The protein fraction in whey constitutes approximately 10% of the total dry solids in whey.

58	what is the difference between relational and nosql databases?	Sometimes the data structures used by NoSQL databases are also viewed as more flexible than relational database tables. NoSQL databases are increasingly used in big data and real-time web applications. NoSQL systems are also sometimes called Not only SQL to emphasize that they may support SQL-like query languages.ometimes the data structures used by NoSQL databases are also viewed as more flexible than relational database tables. NoSQL databases are increasingly used in big data and real-time web applications. NoSQL systems are also sometimes called Not only SQL to emphasize that they may support SQL-like query languages.

37	what was the significance of the experiment?	Milgram 18  was reproduced to test the participants in a 2008 television special " The Heist ". Created by  Derren Brown  and  Andy Nyman  for British station  Channel 4 , the Milgram experiment helped determine which candidates were the most responsive to authority. The four most responsive and psychologically sound candidates at the end of the show were indirectly given the opportunity to rob a (fake) armoured bank van.
37	what else can you tell me about wage slavery?	As per  Noam Chomsky , analysis of the psychological implications of wage slavery goes back to the  Enlightenment  era. In his 1791 book On the Limits of State Action, classical  liberal  thinker  Wilhelm von Humboldt  posited that "whatever does not spring from a man's free choice, or is only the result of instruction and guidance, does not enter into his very nature; he does not perform it with truly human energies, but merely with mechanical exactness" and so when the labourer works under external control, "we may admire what he does, but we despise what he is." Both the  Milgram  and  Stanford experiment s have been found useful in the psychological study of wage-based workplace relations.
37	who conducted the stanford prison experiment?	Also, researchers from  Western Kentucky University  argued that  selection bias  may have played a role in the results. The researchers recruited students for a study using an advertisement similar to the one used in the Stanford Prison Experiment, with some ads saying "a psychological study" (the control group), and some with the words "prison life" as originally worded in Dr. Zimbardo's Stanford Prison Experiment. It was found that students who responded to the classified advertisement for the "prison study" were higher in traits such as  social dominance ,  aggression ,  authoritarianism , etc. and were lower in traits related to  empathy  and  altruism  when statistically compared to the control group participants.
37	when was the stanford prison experiment conducted?	The Stanford Prison Experiment was conducted by Professor Philip Zimbardo at Stanford University in 1971 and was designed to explore the psychological impact of the prison environment on prisoners and prison guards.
37	who was the subject of the milgram experiment?	The  Milgram experiment  was a study done in the early 1960s that helped measure a person's moral character. Subjects from different  socio-economic group s were tested on their willingness to press a  buzzer  that caused a participant— posing as a  subject — in another room to express great  pain  and distress for giving a wrong answer to a test question. When the subjects raised questions about what they are being asked to do, the  experiment er applied mild pressure in the form of appealing to the need to complete the experiment. The Milgram experiment caused a huge amount of criticism among individuals.  In post-experiment interviews with subjects Milgram noted that many were completely convinced of the wrongness of what they were doing. Although the subjects may have had moral values, many were criticized on whether they were a truly moral character.
37	who was the author of the milgram experiment?	This programme also included a re-enactment of the  Milgram experiment  — originally carried out by  Yale University  psychologist  Stanley Milgram  in the 1960s – with the aim of selecting four of the most obedient of the group. Sixty-five percent of the subjects in this experiment were willing to administer what they believed to be lethal  electric shock s to another person on the instruction of an  authority figure  (unbeknownst to the subjects, no electric shocks were actually administered). These were roughly the same results Milgram himself had observed.
37	what else can you tell me about the milgram experiment?	In one classical study, Stanley Milgram (as part of the  Milgram experiment ) created a highly controversial and often replicated study. The experiment involved  deception  of the participants. In the experiment, participants were told they were going to contribute to a study about punishment and learning, but the actual focus was on how long they would listen to and obey orders from the experimenter. The participants were instructed that they had to shock a person in another room for every wrong answer on a learning task, and the shocks increased with intensity for each wrong answer. If participants questioned the procedure, the researcher would encourage them further. The  dependent variable  for this experiment was the voltage amount of shocks administered.
37	what other experiments did milgram participate in?	In one classical study, Stanley Milgram (as part of the  Milgram experiment ) created a highly controversial and often replicated study. The experiment involved  deception  of the participants. In the experiment, participants were told they were going to contribute to a study about punishment and learning, but the actual focus was on how long they would listen to and obey orders from the experimenter. The participants were instructed that they had to shock a person in another room for every wrong answer on a learning task, and the shocks increased with intensity for each wrong answer. If participants questioned the procedure, the researcher would encourage them further. The  dependent variable  for this experiment was the voltage amount of shocks administered.
37	what year was the stanford prison experiment?	A study of prisoners and guards in a simulated prison. Naval Research Review, 30, 4-17. Further Information Zimbardo Zimbardo Prison Experiment Stanford Prison Simulation The Stanford Prison Experiment How to cite this article: McLeod, S. A. (2008). Zimbardo-Stanford Prison Experiment.by Saul McLeod published 2008. Aim: To investigate how readily people would conform to the roles of guard and prisoner in a role-playing exercise that simulated prison life.imbardo (1973) was interested in finding out whether the brutality reported among guards in American prisons was due to the sadistic personalities of the guards (i.e. dispositional) or had more to do with the prison environment (i.e. situational).
37	where was the stanford prison experiment conducted?	The Stanford Prison Experiment was conducted by Professor Philip Zimbardo at Stanford University in 1971 and was designed to explore the psychological impact of the prison environment on prisoners and prison guards.ut despite overwhelming evidence pointing to the immorality of the experiment, it was not until Zimbardoâs girlfriend of the time, graduate student Christine Maslach, expressed concerns about the conditions inside the prison that the experiment was aborted.
37	what was the significance of the milgram experiment?	The  Milgram experiment  is the name of a 1961 experiment conducted by American psychologist  Stanley Milgram . In the experiment Milgram had an authority figure order research participants to commit a disturbing act of harming another person. After the experiment he would reveal that he had deceived the participants and that they had not hurt anyone, but the research participants were upset at the experience of having participated in the research. The experiment raised broad discussion on the ethics of recruiting participants for research without giving them full information about the nature of the research.
37	what was the name of the study conducted at stanford?	The Stanford Prison Experiment (SPE) was a study of the  psychological  effects of perceived power. Specifically, the study focused on the power struggle between  prisoner s and  prison guard s. The experiment was conducted at  Stanford University  on August 14–20, 1971, by a team of researchers led by psychology professor  Philip Zimbardo  using college students. It was funded by the  U.S. Office of Naval Research  and was of interest to both the  U.S. Navy  and  Marine Corps  as an investigation into the causes of conflict between military guards and prisoners.  The experiment is a topic covered in most introductory psychology textbooks.
37	in what year did the stanford prison experiment take place?	In 1971,  Stanford University   psychologist   Philip Zimbardo  conducted the  Stanford prison experiment  in which twenty-four male students were randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building. The participants adapted to their roles beyond Zimbardo's expectations with prison guards exhibiting  authoritarian  status and psychologically abusing the prisoners who were passive in their acceptance of the abuse. The experiment was largely controversial with criticisms aimed toward the lack of scientific principles and a control group, and for ethical concerns regarding Zimbardo's lack of intervention in the prisoner abuse.
37	what was the name of the stanford prison experiment?	The Stanford Prison Experiment (SPE) took place in 1971. Young men were divided into the roles of Prisoner and Guard and put in a prison-like environment in the basement of the Psychology Department at Stanford University. The study was meant to last two weeks.he Stanford Prison Experiment (SPE) took place in 1971. Young men were divided into the roles of Prisoner and Guard and put in a prison-like environment in the basement of the Psychology Department at Stanford University. The study was meant to last two weeks.
37	when was the stanford prison experiment published?	A study of prisoners and guards in a simulated prison. Naval Research Review, 30, 4-17. Further Information Zimbardo Zimbardo Prison Experiment Stanford Prison Simulation The Stanford Prison Experiment How to cite this article: McLeod, S. A. (2008). Zimbardo-Stanford Prison Experiment.by Saul McLeod published 2008. Aim: To investigate how readily people would conform to the roles of guard and prisoner in a role-playing exercise that simulated prison life.hen they were blindfolded and driven to the psychology department of Stanford University, where Zimbardo had had the basement set out as a prison, with barred doors and windows, bare walls and small cells. Here the deindividuation process began.
37	how many people were involved in the experiment?	Ethical Considerations. In the past, researchers performed all kinds of questionable experiments in the name of science. For example, in one famous experiment, psychologist Stanley Milgram led his subjects to believe that they were giving painful electric shocks to other people. Many people consider this experiment unethical because it caused the subjects emotional discomfort. Today, researchers must abide by basic ethical norms when conducting research.
37	in what year was the stanford prison experiment published?	The Stanford prison experiment was in part a response to the Milgram experiment at Yale beginning in 1961 and published in 1963. The Third Wave was a 1967 recreation of Nazi Party dynamics by high school teacher Ron Jones in Palo Alto, California. The Experiment (2010), is a film released by Inferno Distribution which is an English-language remake of the 2001 film Das Experiment. 2  Prison School (first published February 7, 2011) is a Japanese serialized manga that heavily references the Stanford Prison Experiment as the inspiration for Kate's revenge plot.
37	when did the stanford prison experiment take place?	The Stanford prison experiment (SPE) was an attempt to investigate the psychological effects of perceived power, focusing on the struggle between prisoners and prison officers. It was conducted at Stanford University between August 14â20, 1971, by a research group led by psychology professor Philip Zimbardo using college students. [1]
37	how did the experiment affect the experiment?	The Milgram Shock Experiment raised questions about the  research ethics  of scientific experimentation because of the extreme emotional stress and  inflicted insight  suffered by the participants. In Milgram's defense, 84 percent of former participants surveyed later said they were "glad" or "very glad" to have participated; 15 percent chose neutral responses (92% of all former participants responding). Many later wrote expressing thanks. Milgram repeatedly received offers of assistance and requests to join his staff from former participants. Six years later (at the height of the  Vietnam War ), one of the participants in the experiment sent correspondence to Milgram, explaining why he was glad to have participated despite the stress:
37	in what year was the stanford prison experiment?	The Stanford prison experiment was an attempt to investigate the psychological effects of perceived power, focusing on the struggle between prisoners and prison officers. It was conducted at Stanford University between August 14â20, 1971, by a research group led by psychology professor Philip Zimbardo using ...

56	what was the theory of the theory of the theory of the theory of the theory of the theory of the theory of the theory of the theory of the theory of the theory of the theory of the theory of the theory of the theory of the theory of	Support for the orthogenesis hypothesis began to decline during the  modern evolutionary synthesis  in the 1940s when it became apparent that it could not explain the complex branching patterns of evolution revealed by statistical analysis of the  fossil record  by paleontologists. A few hung on to the idea of orthogenesis as late as the 1950s by claiming that the processes of  macroevolution , the long term trends in evolution, were distinct from the processes of  microevolution .
56	what was darwin's theory of natural selection?	Summary of Scientific Theories about Evolution before Darwin's Discovery of Natural Selection. Darwin's theory of Natural Selection is generally regarded as a significant landmark in the origin of organisms and evolution process. Before Darwin, many scientists like him alleged that species evolved from other species or antecedent.
56	what year did charles darwin publish on the origin of species?	Soon after these discoveries, Ichthyornis was recognized for its significance to the theory of evolution recently published by Charles Darwin. Darwin himself told Marsh in an 1880 letter that Ichthyornis and  Hesperornis  offered "the best support for the theory of evolution" since he had first published  On the Origin of Species  in 1859. (While  Archaeopteryx  was the first known Mesozoic avialan and is now known to have also had teeth, the first specimen with a skull was not described until 1884). Others at the time also recognized the implications of a nearly modern bird with reptilian teeth, and feared the controversy it caused. One Yale student described various men and women urging Marsh to conceal Ichthyornis from the public because it lent too much support to evolutionary theory. Many accused Marsh of having tampered with the fossils or intentionally created a hoax by associating reptilian jaws with the body of a bird, accusations that continued to surface even as late as 1967. However, an overwhelming majority of researchers have demonstrated that Marsh's interpretation of the fossils was correct, and he was fully vindicated by later finds.
56	what year was on the origin of species published?	Soon after these discoveries, Ichthyornis was recognized for its significance to the theory of evolution recently published by Charles Darwin. Darwin himself told Marsh in an 1880 letter that Ichthyornis and  Hesperornis  offered "the best support for the theory of evolution" since he had first published  On the Origin of Species  in 1859. (While  Archaeopteryx  was the first known Mesozoic avialan and is now known to have also had teeth, the first specimen with a skull was not described until 1884). Others at the time also recognized the implications of a nearly modern bird with reptilian teeth, and feared the controversy it caused. One Yale student described various men and women urging Marsh to conceal Ichthyornis from the public because it lent too much support to evolutionary theory. Many accused Marsh of having tampered with the fossils or intentionally created a hoax by associating reptilian jaws with the body of a bird, accusations that continued to surface even as late as 1967. However, an overwhelming majority of researchers have demonstrated that Marsh's interpretation of the fossils was correct, and he was fully vindicated by later finds.
56	what did charles darwin do in his early years?	In 1859,  Charles Darwin  placed the whole theory of organic evolution on a new footing, by his discovery of a process by which organic evolution can occur, and provided observational evidence that it had done so. This changed the attitudes of most exponents of the scientific method. Darwin's discoveries revolutionised the zoological and botanical sciences, by introducing the  theory  of  evolution  by  natural selection  as an explanation for the diversity of all animal and plant life. The subject-matter of this new science, or branch of biological science, had been neglected: it did not form part of the studies of the collector and systematist, nor was it a branch of anatomy, nor of the physiology pursued by medical men, nor again was it included in the field of microscopy and the cell theory. Almost a thousand years before Darwin, the Arab scholar  Al-Jahiz  (781 – 868) had already developed a rudimentary theory of natural selection , describing the  Struggle for existence  in his Book of Animals where he speculates on how environmental factors can affect the characteristics of species by forcing them to adapt and then passing on those new traits to future generations. However, his work had largely been forgotten, along with many other early advances of Arab scientists, and there is no evidence that his works were known to Darwin.
56	what else is important about macroevolution?	Macroevolution includes changes occurring on geological time scales, in contrast to microevolution, which occurs on any time scale. Macroevolution and the modern synthesis. Within the modern synthesis of the early 20th century, macroevolution is thought of as the compounded effects of microevolution. Thus, the distinction between micro- and macroevolution is not a fundamental one â the only difference between them is of time and scale.
56	who was the author of on the origin of species?	The most significant evolutionary theory before Darwin's was that of  Jean-Baptiste Lamarck ; based on the  inheritance of acquired characteristics  (an inheritance mechanism that was widely accepted until the 20th century), it described a chain of development stretching from the lowliest microbe to humans. The British naturalist  Charles Darwin , combining the biogeographical approach of Humboldt, the uniformitarian geology of Lyell,  Thomas Malthus 's writings on population growth, and his own morphological expertise, created a more successful evolutionary theory based on  natural selection ; similar evidence led  Alfred Russel Wallace  to independently reach the same conclusions.  Charles Darwin 's early interest in nature led him on a  five-year voyage  on  which established him as an eminent  geologist  whose observations and theories supported  Charles Lyell 's  uniformitarian  ideas, and publication of his  journal of the voyage  made him famous as a popular author. Puzzled by the geographical distribution of wildlife and  fossil s he collected on the voyage, Darwin investigated the  transmutation of species  and conceived his theory of natural selection in 1838. Although he discussed his ideas with several naturalists, he needed time for extensive research and his geological work had priority. He was writing up his theory in 1858 when  Alfred Russel Wallace  sent him an essay which described the same idea, prompting immediate joint publication of  both of their theories .Darwin's  On the Origin of Species , published on 24 November 1859, a seminal work of scientific literature, was to be the foundation of evolutionary biology.
56	when was on the origin of species published?	The most significant evolutionary theory before Darwin's was that of  Jean-Baptiste Lamarck ; based on the  inheritance of acquired characteristics  (an inheritance mechanism that was widely accepted until the 20th century), it described a chain of development stretching from the lowliest microbe to humans. The British naturalist  Charles Darwin , combining the biogeographical approach of Humboldt, the uniformitarian geology of Lyell,  Thomas Malthus 's writings on population growth, and his own morphological expertise, created a more successful evolutionary theory based on  natural selection ; similar evidence led  Alfred Russel Wallace  to independently reach the same conclusions.  Charles Darwin 's early interest in nature led him on a  five-year voyage  on  which established him as an eminent  geologist  whose observations and theories supported  Charles Lyell 's  uniformitarian  ideas, and publication of his  journal of the voyage  made him famous as a popular author. Puzzled by the geographical distribution of wildlife and  fossil s he collected on the voyage, Darwin investigated the  transmutation of species  and conceived his theory of natural selection in 1838. Although he discussed his ideas with several naturalists, he needed time for extensive research and his geological work had priority. He was writing up his theory in 1858 when  Alfred Russel Wallace  sent him an essay which described the same idea, prompting immediate joint publication of  both of their theories .Darwin's  On the Origin of Species , published on 24 November 1859, a seminal work of scientific literature, was to be the foundation of evolutionary biology.
56	what is the difference between macroevolution and microevolution?	Microevolution can be contrasted with macroevolution, which is the occurrence of large-scale changes in gene frequencies in a population over a geological time period (i.e. consisting of either rapid or extended microevolution). The difference is largely one of approach.
56	what else did charles darwin do in his later years?	In the early 19th century Jean-Baptiste Lamarck (1744 â 1829) proposed his theory of the transmutation of species, the first fully formed theory of evolution. In 1858 Charles Darwin and Alfred Russel Wallace published a new evolutionary theory, explained in detail in Darwin's On the Origin of Species (1859). Unlike Lamarck, Darwin proposed common descent and a branching tree of life, meaning that two very different species could share a common ancestor.
56	who proposed the theory of the transmutation of species?	In the early 19th century Jean-Baptiste Lamarck (1744 â 1829) proposed his theory of the transmutation of species, the first fully formed theory of evolution. In 1858 Charles Darwin and Alfred Russel Wallace published a new evolutionary theory, explained in detail in Darwin's On the Origin of Species (1859). Unlike Lamarck, Darwin proposed common descent and a branching tree of life, meaning that two very different species could share a common ancestor.
56	who was the founder of the theory of evolution?	In the early 19th century Jean-Baptiste Lamarck (1744 â 1829) proposed his theory of the transmutation of species, the first fully formed theory of evolution. In 1858 Charles Darwin and Alfred Russel Wallace published a new evolutionary theory, explained in detail in Darwin's On the Origin of Species (1859). Unlike Lamarck, Darwin proposed common descent and a branching tree of life, meaning that two very different species could share a common ancestor.
56	how many different species could share a common ancestor?	In the early 19th century Jean-Baptiste Lamarck (1744 â 1829) proposed his theory of the transmutation of species, the first fully formed theory of evolution. In 1858 Charles Darwin and Alfred Russel Wallace published a new evolutionary theory, explained in detail in Darwin's On the Origin of Species (1859). Unlike Lamarck, Darwin proposed common descent and a branching tree of life, meaning that two very different species could share a common ancestor.
56	what other terms are used to describe macroevolution?	Macroevolution is  evolution  on a scale at or above the level of  species , in contrast with  microevolution , which refers to smaller evolutionary changes of  allele frequencies  within a species or population. Macroevolution and microevolution describe fundamentally identical processes on different time scales.
56	what is the best explanation for the great diversity of life we see?	Answer: Evolution explains the diversity of life that we see. Explanation: Darwin's Theory of Evolution by Natural Selection is by far the best explanation for the great diversity of life that we see. Before Darwin's time, science knew that life evolved, since they saw the fossils (fossils were a popular spectacle back then) and their resemblance to extant life.
56	what are the four fundamental forces of evolution?	Mechanisms of Evolutionary Change. Microevolution (evolution on a small-scale) refers to the changes in allele frequencies within a single population. Allele frequencies in a population may change due to four fundamental forces of evolution: Natural Selection, Genetic Drift, Mutations and Gene Flow. Mutations are the ultimate source of new alleles in a gene pool. Two of the most relevant mechanisms of evolutionary change are: Natural Selection and Genetic Drift.
56	when was charles darwin's theory of evolution published?	Darwin's Theory. In 1859, Charles Darwin set out his theory of evolution by natural selection as an explanation for adaptation and speciation. He defined natural selection as the principle by which each slight variation [of a trait], if useful, is preserved.
56	what did charles darwin think about evolution?	Charles Darwin  had argued that  humanity evolved in Africa , because this is where  great ape s like  gorillas  and  chimpanzees  lived. Though Darwin's claims have since been vindicated by the  fossil  record, they were proposed without any fossil evidence. Other scientific authorities disagreed with him, like  Charles Lyell , a  geologist , and  Alfred Russel Wallace , who had thought of the  theory of evolution  around the same time as Darwin. Because both Lyell and Wallace believed that humans were more closely related to  gibbon s and  orangutan s, they identified  Southeast Asia  as the cradle of humanity because this is where these great apes lived. Dutch anatomist  Eugène Dubois  favored the latter theory, and sought to confirm it.
56	how many processes are involved in microevolution?	Microevolution is the change in allele frequencies that occurs over time within a population. This change is due to four different processes: mutation, selection (natural and artificial), gene flow, and genetic drift. This change happens over a relatively short (in evolutionary terms) amount of time compared to the changes termed 'macroevolution' which is where greater differences in the population occur.
56	what evidence did he use to support the theory?	This evidence explicates that evolution does occur, and is able to show the natural processes by which the biodiversity of life on Earth developed. Additionally, this evidence supports the modern evolutionary synthesis âthe current scientific theory that explains how and why life changes over time.urther evidence comes from the field of biogeography because evolution with common descent provides the best and most thorough explanation for a variety of facts concerning the geographical distribution of plants and animals across the world.
56	what else is interesting about the term darwinism?	Darwinism is a  theory  of  biological   evolution  developed by the English  naturalist   Charles Darwin  (1809-1882) and others, stating that all  species  of  organism s arise and develop through the  natural selection  of small, inherited variations that increase the individual's ability to compete, survive, and  reproduce . Also called Darwinian theory, it originally included the broad concepts of  transmutation of species  or of evolution which gained general scientific acceptance after Darwin published  On the Origin of Species  in 1859, including concepts which predated Darwin's theories, but subsequently referred to specific concepts of natural selection, of the  Weismann barrier  or in  genetics  of the  central dogma of molecular biology . Though the term usually refers strictly to biological evolution,  creationists  have appropriated it to refer to the  origin of life , and it has even been applied to concepts of  cosmic evolution , both of which have no connection to Darwin's work. It is therefore considered the belief and acceptance of Darwin's and of his predecessors' work—in place of other theories, including  divine design  and  extraterrestrial origins .
